name,path,hue,color_bucket,flat,silhouette_cluster,species,body_plan,type1
FLYGON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Flygon/001-330Flygon.png,177.0,pink,[0 0 0 ... 0 0 0],5,Mystic Pokémon,bipedal,GROUND
FLYGON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Flygon/135-HOME330.png,42.0,green,[0 0 0 ... 0 0 0],5,Mystic Pokémon,bipedal,GROUND
DEWOTT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Dewott/093-HOME502.png,94.0,blue,[0 0 0 ... 0 0 0],3,Discipline Pokémon,bipedal,WATER
DEWOTT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Dewott/000-502Dewott.png,108.0,blue,[0 0 0 ... 0 0 0],3,Discipline Pokémon,bipedal,WATER
DEWOTT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Dewott/001-502Dewott_Dream.png,95.0,blue,[0 0 0 ... 0 0 0],5,Discipline Pokémon,bipedal,WATER
DEWOTT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Dewott/002-502Dewott_BW_anime_2.png,96.0,blue,[0 0 0 ... 0 0 0],1,Discipline Pokémon,bipedal,WATER
DEWOTT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Dewott/003-502Dewott_BW_anime.png,96.0,blue,[0 0 0 ... 0 0 0],1,Discipline Pokémon,bipedal,WATER
MEW,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mew/080-20th_Anniversary_Mew.png,160.0,pink,[0 0 0 ... 0 0 0],5,New Species Pokémon,bipedal,PSYCHIC
MEW,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mew/008-151Mew_OS_anime.png,152.0,purple,[0 0 0 ... 0 0 0],6,New Species Pokémon,bipedal,PSYCHIC
MEW,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mew/006-151Mew_AG_anime.png,99.0,blue,[0 0 0 ... 0 0 0],4,New Species Pokémon,bipedal,PSYCHIC
MEW,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mew/005-151Mew_Dream_3.png,98.0,blue,[0 0 0 ... 0 0 0],1,New Species Pokémon,bipedal,PSYCHIC
MEW,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mew/001-151Mew_RG_2.png,167.0,pink,[0 0 0 ... 0 0 0],1,New Species Pokémon,bipedal,PSYCHIC
MEW,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mew/000-151Mew_RB.png,169.0,pink,[0 0 0 ... 0 0 0],4,New Species Pokémon,bipedal,PSYCHIC
MEW,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mew/069-151Mew_PMD_Rescue_Team.png,7.0,red,[0 0 0 ... 0 0 0],5,New Species Pokémon,bipedal,PSYCHIC
MEW,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mew/196-HOME151.png,99.0,blue,[0 0 0 ... 0 0 0],5,New Species Pokémon,bipedal,PSYCHIC
MEW,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mew/004-151Mew_Dream_2.png,176.0,pink,[0 0 0 ... 0 0 0],1,New Species Pokémon,bipedal,PSYCHIC
MEW,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mew/007-151Mew_OS_anime_2.png,175.0,pink,[0 0 0 ... 0 0 0],1,New Species Pokémon,bipedal,PSYCHIC
MEW,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mew/003-151Mew.png,162.0,pink,[0 0 0 ... 0 0 0],5,New Species Pokémon,bipedal,PSYCHIC
MEW,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Mew/002-151Mew_RG.png,6.0,red,[0 0 0 ... 0 0 0],5,New Species Pokémon,bipedal,PSYCHIC
ELECTRODE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Electrode/007-101Electrode_OS_Anime_3.png,0.0,red,[0 0 0 ... 0 0 0],4,Ball Pokémon,bipedal,ELECTRIC
ELECTRODE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Electrode/005-101Electrode_AG_anime.png,175.0,pink,[0 0 0 ... 0 0 0],0,Ball Pokémon,bipedal,ELECTRIC
ELECTRODE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Electrode/000-101Electrode_RB.png,2.0,red,[0 0 0 ... 0 0 0],0,Ball Pokémon,bipedal,ELECTRIC
ELECTRODE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Electrode/008-101Electrode_OS_Anime.png,168.0,pink,[0 0 0 ... 0 0 0],0,Ball Pokémon,bipedal,ELECTRIC
ELECTRODE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Electrode/165-HOME101.png,176.0,pink,[0 0 0 ... 0 0 0],0,Ball Pokémon,bipedal,ELECTRIC
ELECTRODE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Electrode/003-101Electrode_Dream_2.png,171.0,pink,[0 0 0 ... 0 0 0],0,Ball Pokémon,bipedal,ELECTRIC
ELECTRODE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Electrode/006-101Electrode_OS_Anime_2.png,5.0,red,[0 0 0 ... 0 0 0],0,Ball Pokémon,bipedal,ELECTRIC
ELECTRODE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Electrode/001-101Electrode_RG.png,176.0,pink,[0 0 0 ... 0 0 0],0,Ball Pokémon,bipedal,ELECTRIC
ELECTRODE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Electrode/002-101Electrode.png,173.0,pink,[0 0 0 ... 0 0 0],0,Ball Pokémon,bipedal,ELECTRIC
ELECTRODE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Electrode/004-101Electrode_Dream.png,172.0,pink,[0 0 0 ... 0 0 0],0,Ball Pokémon,bipedal,ELECTRIC
GOGOAT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Gogoat/011-673Gogoat_Dream.png,75.0,green,[0 0 0 ... 0 0 0],1,Mount Pokémon,bipedal,GRASS
GOGOAT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Gogoat/002-673Gogoat_XY_anime.png,79.0,green,[0 0 0 ... 0 0 0],1,Mount Pokémon,bipedal,GRASS
GOGOAT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Gogoat/000-673Gogoat.png,17.0,orange,[0 0 0 ... 0 0 0],5,Mount Pokémon,bipedal,GRASS
GOGOAT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Gogoat/041-HOME673.png,81.0,green,[0 0 0 ... 0 0 0],3,Mount Pokémon,bipedal,GRASS
VIKAVOLT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vikavolt/018-HOME738.png,96.0,blue,[0 0 0 ... 0 0 0],5,Stag Beetle Pokémon,insectoid,BUG
VIKAVOLT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vikavolt/000-738Vikavolt.png,103.0,blue,[0 0 0 ... 0 0 0],5,Stag Beetle Pokémon,insectoid,BUG
VIKAVOLT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vikavolt/001-738Vikavolt_SM_anime.png,107.0,blue,[0 0 0 ... 0 0 0],5,Stag Beetle Pokémon,insectoid,BUG
VIKAVOLT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vikavolt/010-738Vikavolt_Dream.png,95.0,blue,[0 0 0 ... 0 0 0],5,Stag Beetle Pokémon,insectoid,BUG
TYROGUE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Tyrogue/001-236Tyrogue.png,15.0,orange,[0 0 0 ... 0 0 0],1,Scuffle Pokémon,bipedal,FIGHTING
TYROGUE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Tyrogue/096-HOME236.png,13.0,orange,[0 0 0 ... 0 0 0],3,Scuffle Pokémon,bipedal,FIGHTING
TYROGUE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Tyrogue/000-236Tyrogue_GS.png,1.0,red,[0 0 0 ... 0 0 0],3,Scuffle Pokémon,bipedal,FIGHTING
TYROGUE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Tyrogue/051-236Tyrogue_Dream.png,15.0,orange,[0 0 0 ... 0 0 0],4,Scuffle Pokémon,bipedal,FIGHTING
TYROGUE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Tyrogue/003-236Tyrogue_OS_anime.png,11.0,orange,[0 0 0 ... 0 0 0],4,Scuffle Pokémon,bipedal,FIGHTING
TYROGUE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Tyrogue/002-236Tyrogue_OS_anime_2.png,145.0,purple,[0 0 0 ... 0 0 0],5,Scuffle Pokémon,bipedal,FIGHTING
CENTISKORCH,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Centiskorch/001-851Centiskorch.png,177.0,pink,[0 0 0 ... 0 0 0],5,Radiator Pokémon,bipedal,FIRE
CENTISKORCH,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Centiskorch/030-HOME851.png,3.0,red,[0 0 0 ... 0 0 0],5,Radiator Pokémon,bipedal,FIRE
SEISMITOAD,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Seismitoad/021-537Seismitoad_Dream.png,99.0,blue,[0 0 0 ... 0 0 0],5,Vibration Pokémon,bipedal,WATER
SEISMITOAD,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Seismitoad/057-HOME537.png,101.0,blue,[0 0 0 ... 0 0 0],3,Vibration Pokémon,bipedal,WATER
SEISMITOAD,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Seismitoad/001-537Seismitoad_BW_anime.png,111.0,blue,[0 0 0 ... 0 0 0],6,Vibration Pokémon,bipedal,WATER
SEISMITOAD,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Seismitoad/000-537Seismitoad.png,103.0,blue,[0 0 0 ... 0 0 0],4,Vibration Pokémon,bipedal,WATER
VILEPLUME,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vileplume/000-045Vileplume_RB.png,16.0,orange,[0 0 0 ... 0 0 0],4,Flower Pokémon,bipedal,GRASS
VILEPLUME,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vileplume/170-HOME045.png,177.0,pink,[0 0 0 ... 0 0 0],3,Flower Pokémon,bipedal,GRASS
VILEPLUME,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vileplume/002-045Vileplume.png,176.0,pink,[0 0 0 ... 0 0 0],4,Flower Pokémon,bipedal,GRASS
VILEPLUME,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vileplume/003-045Vileplume_AG_anime.png,175.0,pink,[0 0 0 ... 0 0 0],4,Flower Pokémon,bipedal,GRASS
VILEPLUME,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vileplume/001-045Vileplume_RG.png,0.0,red,[0 0 0 ... 0 0 0],4,Flower Pokémon,bipedal,GRASS
VILEPLUME,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vileplume/005-045Vileplume_OS_anime.png,164.0,pink,[255 255 255 ... 255 255 255],2,Flower Pokémon,bipedal,GRASS
VILEPLUME,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vileplume/168-HOME045_f.png,177.0,pink,[0 0 0 ... 0 0 0],4,Flower Pokémon,bipedal,GRASS
VILEPLUME,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vileplume/092-045Vileplume_Dream.png,178.0,pink,[0 0 0 ... 0 0 0],4,Flower Pokémon,bipedal,GRASS
GOSSIFLEUR,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Gossifleur/016-HOME829.png,3.0,red,[0 0 0 ... 0 0 0],3,Flowering Pokémon,bipedal,GRASS
GOSSIFLEUR,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Gossifleur/000-829Gossifleur.png,26.0,yellow,[0 0 0 ... 0 0 0],4,Flowering Pokémon,bipedal,GRASS
BERGMITE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Bergmite/001-712Bergmite_XY_anime.png,100.0,blue,[0 0 0 ... 0 0 0],0,Ice Chunk Pokémon,bipedal,ICE
BERGMITE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Bergmite/014-712Bergmite_Dream.png,23.0,orange,[0 0 0 ... 0 0 0],6,Ice Chunk Pokémon,bipedal,ICE
BERGMITE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Bergmite/033-HOME712.png,103.0,blue,[0 0 0 ... 0 0 0],3,Ice Chunk Pokémon,bipedal,ICE
BERGMITE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Bergmite/000-712Bergmite.png,106.0,blue,[0 0 0 ... 0 0 0],0,Ice Chunk Pokémon,bipedal,ICE
ARCTOVISH,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Arctovish/008-HOME883.png,103.0,blue,[0 0 0 ... 0 0 0],1,Fossil Pokémon,bipedal,WATER
ARCTOVISH,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Arctovish/000-883Arctovish.png,102.0,blue,[0 0 0 ... 0 0 0],1,Fossil Pokémon,bipedal,WATER
WOOBAT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Woobat/000-527Woobat.png,102.0,blue,[0 0 0 ... 0 0 0],5,Bat Pokémon,avian,PSYCHIC
WOOBAT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Woobat/001-527Woobat_BW_anime_2.png,81.0,green,[0 0 0 ... 0 0 0],3,Bat Pokémon,avian,PSYCHIC
WOOBAT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Woobat/002-527Woobat_BW_anime.png,81.0,green,[0 0 0 ... 0 0 0],3,Bat Pokémon,avian,PSYCHIC
WOOBAT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Woobat/060-HOME527.png,95.0,blue,[0 0 0 ... 0 0 0],5,Bat Pokémon,avian,PSYCHIC
WOOBAT,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Woobat/027-527Woobat_Dream.png,99.0,blue,[0 0 0 ... 0 0 0],3,Bat Pokémon,avian,PSYCHIC
SEAKING,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Seaking/004-119Seaking_OS_anime.png,5.0,red,[0 0 0 ... 0 0 0],4,Goldfish Pokémon,aquatic,WATER
SEAKING,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Seaking/092-119Seaking_Dream.png,7.0,red,[0 0 0 ... 0 0 0],0,Goldfish Pokémon,aquatic,WATER
SEAKING,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Seaking/093-119Seaking_RB.png,96.0,blue,[0 0 0 ... 0 0 0],0,Goldfish Pokémon,aquatic,WATER
SEAKING,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Seaking/136-HOME119_f.png,8.0,red,[0 0 0 ... 0 0 0],4,Goldfish Pokémon,aquatic,WATER
SEAKING,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Seaking/001-119Seaking.png,7.0,red,[0 0 0 ... 0 0 0],0,Goldfish Pokémon,aquatic,WATER
SEAKING,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Seaking/002-119Seaking_AG_anime.png,4.0,red,[0 0 0 ... 0 0 0],0,Goldfish Pokémon,aquatic,WATER
SEAKING,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Seaking/003-119Seaking_OS_anime_2.png,10.0,orange,[0 0 0 ... 0 0 0],0,Goldfish Pokémon,aquatic,WATER
SEAKING,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Seaking/000-119Seaking_RG.png,11.0,orange,[0 0 0 ... 0 0 0],0,Goldfish Pokémon,aquatic,WATER
SEAKING,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Seaking/138-HOME119.png,8.0,red,[0 0 0 ... 0 0 0],4,Goldfish Pokémon,aquatic,WATER
BRUXISH,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Bruxish/006-779Bruxish_Dream.png,167.0,pink,[0 0 0 ... 0 0 0],3,Gnash Teeth Pokémon,bipedal,WATER
BRUXISH,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Bruxish/020-HOME779.png,162.0,pink,[0 0 0 ... 0 0 0],3,Gnash Teeth Pokémon,bipedal,WATER
BRUXISH,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Bruxish/001-779Bruxish_SM_anime.png,165.0,pink,[0 0 0 ... 0 0 0],1,Gnash Teeth Pokémon,bipedal,WATER
BRUXISH,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Bruxish/000-779Bruxish.png,164.0,pink,[0 0 0 ... 0 0 0],3,Gnash Teeth Pokémon,bipedal,WATER
PIDOVE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Pidove/061-HOME519.png,104.0,blue,[0 0 0 ... 0 0 0],3,Tiny Pigeon Pokémon,quadrupedal,NORMAL
PIDOVE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Pidove/000-519Pidove.png,20.0,orange,[0 0 0 ... 0 0 0],4,Tiny Pigeon Pokémon,quadrupedal,NORMAL
PIDOVE,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Pidove/001-519Pidove_BW_anime.png,177.0,pink,[0 0 0 ... 0 0 0],4,Tiny Pigeon Pokémon,quadrupedal,NORMAL
RUNERIGUS,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Runerigus/000-867Runerigus.png,0.0,red,[0 0 0 ... 0 0 0],5,Grudge Pokémon,bipedal,GROUND
RUNERIGUS,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Runerigus/011-HOME867.png,178.0,pink,[0 0 0 ... 0 0 0],3,Grudge Pokémon,bipedal,GROUND
ELGYEM,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Elgyem/042-HOME605.png,86.0,blue,[0 0 0 ... 0 0 0],5,Cerebral Pokémon,bipedal,PSYCHIC
ELGYEM,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Elgyem/001-605Elgyem_BW_anime.png,82.0,green,[0 0 0 ... 0 0 0],1,Cerebral Pokémon,bipedal,PSYCHIC
ELGYEM,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Elgyem/000-605Elgyem.png,88.0,blue,[0 0 0 ... 0 0 0],6,Cerebral Pokémon,bipedal,PSYCHIC
ELGYEM,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Elgyem/018-605Elgyem_Dream.png,85.0,blue,[0 0 0 ... 0 0 0],6,Cerebral Pokémon,bipedal,PSYCHIC
JOLTIK,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Joltik/044-HOME595.png,24.0,orange,[0 0 0 ... 0 0 0],3,Attaching Pokémon,bipedal,BUG
JOLTIK,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Joltik/000-595Joltik.png,25.0,yellow,[0 0 0 ... 0 0 0],4,Attaching Pokémon,bipedal,BUG
LEAFEON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Leafeon/003-470Leafeon_DP_anime.png,25.0,yellow,[0 0 0 ... 0 0 0],4,Verdant Pokémon,insectoid,GRASS
LEAFEON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Leafeon/002-470Leafeon_BW_anime.png,27.0,yellow,[0 0 0 ... 0 0 0],6,Verdant Pokémon,insectoid,GRASS
LEAFEON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Leafeon/004-470Leafeon_XY_anime.png,25.0,yellow,[0 0 0 ... 0 0 0],4,Verdant Pokémon,insectoid,GRASS
LEAFEON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Leafeon/000-470Leafeon.png,22.0,orange,[0 0 0 ... 0 0 0],4,Verdant Pokémon,insectoid,GRASS
LEAFEON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Leafeon/108-HOME470.png,22.0,orange,[0 0 0 ... 0 0 0],4,Verdant Pokémon,insectoid,GRASS
LEAFEON,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Leafeon/001-470Leafeon_Dream.png,25.0,yellow,[0 0 0 ... 0 0 0],4,Verdant Pokémon,insectoid,GRASS
VESPIQUEN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vespiquen/076-HOME416.png,15.0,orange,[0 0 0 ... 0 0 0],3,Beehive Pokémon,insectoid,BUG
VESPIQUEN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vespiquen/031-416Vespiquen_Dream.png,23.0,orange,[0 0 0 ... 0 0 0],5,Beehive Pokémon,insectoid,BUG
VESPIQUEN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vespiquen/000-416Vespiquen.png,14.0,orange,[0 0 0 ... 0 0 0],3,Beehive Pokémon,insectoid,BUG
VESPIQUEN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vespiquen/002-416Vespiquen_XY_anime.png,12.0,orange,[146 146 146 ...   0   0   0],1,Beehive Pokémon,insectoid,BUG
VESPIQUEN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Vespiquen/001-416Vespiquen_DP_anime.png,12.0,orange,[0 0 0 ... 0 0 0],6,Beehive Pokémon,insectoid,BUG
AZELF,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Azelf/000-482Azelf.png,97.0,blue,[0 0 0 ... 0 0 0],5,Willpower Pokémon,bipedal,PSYCHIC
AZELF,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Azelf/072-HOME482.png,102.0,blue,[0 0 0 ... 0 0 0],5,Willpower Pokémon,bipedal,PSYCHIC
AZELF,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Azelf/002-482Azelf_DP_anime.png,100.0,blue,[0 0 0 ... 0 0 0],6,Willpower Pokémon,bipedal,PSYCHIC
MANAPHY,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Manaphy/086-HOME490.png,98.0,blue,[0 0 0 ... 0 0 0],5,Seafaring Pokémon,bipedal,WATER
MANAPHY,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Manaphy/004-490Manaphy_XY_anime_3.png,100.0,blue,[0 0 0 ... 0 0 0],5,Seafaring Pokémon,bipedal,WATER
MANAPHY,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Manaphy/034-20th_Anniversary_Manaphy.png,93.0,blue,[0 0 0 ... 0 0 0],5,Seafaring Pokémon,bipedal,WATER
MANAPHY,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Manaphy/005-490Manaphy_XY_anime.png,101.0,blue,[0 0 0 ... 0 0 0],6,Seafaring Pokémon,bipedal,WATER
MANAPHY,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Manaphy/002-490Manaphy_DP_anime.png,100.0,blue,[0 0 0 ... 0 0 0],3,Seafaring Pokémon,bipedal,WATER
MANAPHY,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Manaphy/000-490Manaphy.png,96.0,blue,[0 0 0 ... 0 0 0],5,Seafaring Pokémon,bipedal,WATER
MANAPHY,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Manaphy/037-490Manaphy_Dream_2.png,97.0,blue,[0 0 0 ... 0 0 0],3,Seafaring Pokémon,bipedal,WATER
MANAPHY,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Manaphy/003-490Manaphy_XY_anime_2.png,101.0,blue,[0 0 0 ... 0 0 0],6,Seafaring Pokémon,bipedal,WATER
ZACIAN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Zacian/000-888Zacian_2.png,109.0,blue,[0 0 0 ... 0 0 0],4,Warrior Pokémon,bipedal,FAIRY
ZACIAN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Zacian/027-HOME888.png,105.0,blue,[0 0 0 ... 0 0 0],3,Warrior Pokémon,bipedal,FAIRY
ZACIAN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Zacian/001-888Zacian-Hero.png,104.0,blue,[0 0 0 ... 0 0 0],5,Warrior Pokémon,bipedal,FAIRY
ZACIAN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Zacian/029-HOME888C.png,26.0,yellow,[0 0 0 ... 0 0 0],6,Warrior Pokémon,bipedal,FAIRY
ZACIAN,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Zacian/002-888Zacian.png,27.0,yellow,[0 0 0 ... 0 0 0],4,Warrior Pokémon,bipedal,FAIRY
ZEBSTRIKA,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Zebstrika/019-523Zebstrika_Dream.png,98.0,blue,[0 0 0 ... 0 0 0],5,Thunderbolt Pokémon,bipedal,ELECTRIC
ZEBSTRIKA,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Zebstrika/000-523Zebstrika_BW_anime.png,101.0,blue,[0 0 0 ... 0 0 0],5,Thunderbolt Pokémon,bipedal,ELECTRIC
ZEBSTRIKA,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Zebstrika/061-HOME523.png,96.0,blue,[0 0 0 ... 0 0 0],5,Thunderbolt Pokémon,bipedal,ELECTRIC
ZEBSTRIKA,/kaggle/input/pokemon-images-scraped-from-bulbapedia/scraped_cleaned_200/Zebstrika/020-523Zebstrika.png,97.0,blue,[0 0 0 ... 0 0 0],5,Thunderbolt Pokémon,bipedal,ELECTRIC
